Stock,MSE,MAE,RMSE,MAPE
AAPL,36.502141871957846,4.694691179804102,6.041700246781351,0.03879389265807037
TSLA,24302.76333188509,133.35378101181018,155.8934358203869,0.2567635298252183
GOOG,18446.10046539039,111.51496417365004,135.8164219282425,0.06054522032532803
MSFT,387.5125421007045,17.872968533324066,19.68533825212827,0.08158270935600782
AMZN,292215.1460126885,448.4540869948018,540.5692795680203,0.13943086095243773
