Stock,MSE,MAE,RMSE,MAPE
AAPL,155.83976213512696,9.918578131514806,12.483579700355461,
TSLA,9169.66993982232,78.03840592751243,95.75839357373493,
GOOG,126880.35427335007,311.64530805274643,356.202687066437,
MSFT,262.2849983427874,12.310653845279438,16.195215291646708,
AMZN,11173.241312745044,83.2149999999998,105.70355392674857,
