Simulation Size,MSE,MAE,RMSE,MAPE
100,263.0176632132058,13.327843989113509,16.21781931127628,0.12361658909253172
10000,157.14700295273133,10.740840253330113,12.53582877007864,0.11317809935685548
50000,255.97208414472783,14.111773655477876,15.999127605739252,0.14299670619481933
