Stock,MSE,MAE,RMSE,MAPE
AAPL,384.82681320045174,17.348633727782996,19.617003165632912,0.1376458090604121
TSLA,24323.326406391297,137.38265410525776,155.95937421774715,0.231553715464461
GOOG,14604.582023054072,101.62686995092777,120.84941879485426,0.05523533073053796
MSFT,1611.1411182624447,34.78580763966672,40.13902238797608,0.15700937925115133
AMZN,1065649.001875517,897.171754696932,1032.302766573604,0.280070701234739
