Stock,MSE,MAE,RMSE,MAPE
AAPL,1390.760282268658,35.18359387759765,37.29289855010814,0.28675278070866567
TSLA,36264.19065242561,169.02348953588603,190.43159047916816,0.32825975343522573
GOOG,74822.27064596232,257.5888084844603,273.53659836658477,0.1530134512601402
MSFT,3490.025563596739,55.38212306628372,59.076438311705445,0.25257725487730864
AMZN,2161289.0377873876,1348.4410259118315,1470.1323198227387,0.42195554750455183
