Stock,MSE,MAE,RMSE,MAPE
AAPL,111.59661405685691,8.451977015012538,10.563929858573319,0.08723324553061053
TSLA,9632.478418951649,79.00604414214355,98.14519050341514,0.2641414685558305
GOOG,227419.6616406339,425.2039513304247,476.8853757881802,0.2689535374790127
MSFT,3515.997474247957,47.21936533234326,59.295847023615046,0.22587846084579288
AMZN,875776.7839876403,650.4205058061661,935.8294630901723,0.2102068672634246
