Stock,MSE,MAE,RMSE,MAPE
AAPL,160.96709749288033,10.879624421090416,12.68728093378878,0.11477797642469532
TSLA,9513.79913689099,81.02402273127555,97.53870583973826,0.2833769631953543
GOOG,286128.0283511005,493.65692159777063,534.9093646133899,0.31352762892495145
MSFT,4413.036828494113,55.80558398466213,66.43069191641852,0.269339199925557
AMZN,1060720.586368272,735.5186985101885,1029.9129023214887,0.24103381072219182
