Stock,MSE,MAE,RMSE,MAPE
AAPL,583.2648195509474,21.648872159457053,24.15087616528534,0.1716003057417963
TSLA,31397.81862539714,157.3395833308371,177.1942962552608,0.2579986015344002
GOOG,15466.09076963244,100.52129870955513,124.36273867052157,0.05568308665972238
MSFT,2347.5886985719785,42.7434996755609,48.45192151578695,0.19289880626955344
AMZN,1360014.267230601,1019.107511753362,1166.1964959776724,0.31811640055022894
